seller_id,year_buy,month_buy,avg(price)
0241d4d5d36f10f80c644447315af0bd,2018,1,127.97200103759765
0241d4d5d36f10f80c644447315af0bd,2018,2,140.01200103759766
0241d4d5d36f10f80c644447315af0bd,2018,3,112.66087075938349
0241d4d5d36f10f80c644447315af0bd,2018,4,135.7857153756278
0241d4d5d36f10f80c644447315af0bd,2018,5,135.71290409949518
0241d4d5d36f10f80c644447315af0bd,2018,6,168.05483787290513
0241d4d5d36f10f80c644447315af0bd,2018,7,139.03428497314454
0241d4d5d36f10f80c644447315af0bd,2018,8,121.35000024523053
0249d282d911d23cb8b869ab49c99f53,2017,9,21.5
0249d282d911d23cb8b869ab49c99f53,2017,10,32.375
0249d282d911d23cb8b869ab49c99f53,2017,11,49.625
0249d282d911d23cb8b869ab49c99f53,2018,3,22
024b564ae893ce8e9bfa02c10a401ece,2016,10,77.9000015258789
024b564ae893ce8e9bfa02c10a401ece,2017,2,119.5
028872bfa080090a9d0abd4f1af168f8,2017,8,23.5
02a2272692e13558373c66db98f05e2e,2017,2,29.989999771118164
02a2272692e13558373c66db98f05e2e,2017,3,24.989999771118164
02b72cdeb9cfcc429f1af6f4e3f3b737,2018,7,129.14999389648438
02b72cdeb9cfcc429f1af6f4e3f3b737,2018,8,131.16666666666666
02c988090b766852e088c69d7fb3b551,2017,7,114.83499908447266
02c988090b766852e088c69d7fb3b551,2017,8,169.99000549316406
02c988090b766852e088c69d7fb3b551,2017,9,9.5
02c988090b766852e088c69d7fb3b551,2017,10,119.4000015258789
02c988090b766852e088c69d7fb3b551,2017,11,37.790000915527344
02c988090b766852e088c69d7fb3b551,2018,1,89.9000015258789
02c988090b766852e088c69d7fb3b551,2018,2,34.900001525878906
02c988090b766852e088c69d7fb3b551,2018,4,180.89999389648438
02c988090b766852e088c69d7fb3b551,2018,5,175.89999389648438
02c988090b766852e088c69d7fb3b551,2018,6,180.89999389648438
02c988090b766852e088c69d7fb3b551,2018,7,180.89999389648438
02c988090b766852e088c69d7fb3b551,2018,8,170.89999389648438
02d35243ea2e497335cd0f076b45675d,2017,4,249
02d35243ea2e497335cd0f076b45675d,2017,6,249
02d35243ea2e497335cd0f076b45675d,2017,8,249
02d35243ea2e497335cd0f076b45675d,2017,9,249
02d35243ea2e497335cd0f076b45675d,2017,11,276.5
02d35243ea2e497335cd0f076b45675d,2017,12,1899
02d35243ea2e497335cd0f076b45675d,2018,3,289
02d35243ea2e497335cd0f076b45675d,2018,8,259
02dcd3e8e25bee036e32512bcf175493,2017,10,75
02dcd3e8e25bee036e32512bcf175493,2018,2,75
02dcd3e8e25bee036e32512bcf175493,2018,3,84.6
02dcd3e8e25bee036e32512bcf175493,2018,4,87
02dcd3e8e25bee036e32512bcf175493,2018,7,95
02dcd3e8e25bee036e32512bcf175493,2018,8,109.96666463216145
02ecc2a19303f05e59ce133fd923fff7,2017,6,149.89999389648438
02ecc2a19303f05e59ce133fd923fff7,2017,9,224.8499984741211
02ecc2a19303f05e59ce133fd923fff7,2017,11,211.52499771118164
02ecc2a19303f05e59ce133fd923fff7,2017,12,228.6500015258789
02ecc2a19303f05e59ce133fd923fff7,2018,1,223.5
02ecc2a19303f05e59ce133fd923fff7,2018,2,299.29998779296875
02ecc2a19303f05e59ce133fd923fff7,2018,3,279.1750030517578
02ecc2a19303f05e59ce133fd923fff7,2018,4,219.22000122070312
02ecc2a19303f05e59ce133fd923fff7,2018,5,209.5500030517578
02ecc2a19303f05e59ce133fd923fff7,2018,7,141.39999389648438
02ecc2a19303f05e59ce133fd923fff7,2018,8,119.7699966430664
02f5837340d7eb4f653d676c7256523a,2017,11,141.45999755859376
02f5837340d7eb4f653d676c7256523a,2017,12,129.99000549316406
02f5837340d7eb4f653d676c7256523a,2018,1,129.99000549316406
02f5837340d7eb4f653d676c7256523a,2018,3,125.98999786376953
02f5837340d7eb4f653d676c7256523a,2018,4,115.98999786376953
02f5837340d7eb4f653d676c7256523a,2018,6,115.98999786376953
02f5837340d7eb4f653d676c7256523a,2018,7,115.98999786376953
02f5837340d7eb4f653d676c7256523a,2018,8,115.98999786376953
02f623a8eb246f3c5f7c2f96462654e6,2018,4,144
02f623a8eb246f3c5f7c2f96462654e6,2018,5,112.66666666666667
02f623a8eb246f3c5f7c2f96462654e6,2018,6,139.3
02f623a8eb246f3c5f7c2f96462654e6,2018,7,145.26666666666668
02f623a8eb246f3c5f7c2f96462654e6,2018,8,155.71428571428572
0307f7565ff85b299b6e5ef162b1b1a9,2016,10,16.899999618530273
0307f7565ff85b299b6e5ef162b1b1a9,2017,2,744.9666665395101
0307f7565ff85b299b6e5ef162b1b1a9,2017,3,939
0307f7565ff85b299b6e5ef162b1b1a9,2017,5,599
0336182e1b3e92f029d5354832045fdf,2016,10,14.899999618530273
034b9387752bfa309f350a70cd45ffa3,2018,4,12
034b9387752bfa309f350a70cd45ffa3,2018,6,12
034b9387752bfa309f350a70cd45ffa3,2018,7,12
034b9387752bfa309f350a70cd45ffa3,2018,8,12
038b75b729c8a9a04b0d07cba7eabe86,2018,4,233.5
039b29ff3b3473435d0cd59040575de9,2018,4,8.899999618530273
039b29ff3b3473435d0cd59040575de9,2018,5,16.100000381469727
039b29ff3b3473435d0cd59040575de9,2018,6,8.899999618530273
039b29ff3b3473435d0cd59040575de9,2018,7,16.899999618530273
039b29ff3b3473435d0cd59040575de9,2018,8,13.799999952316284
039e6ad9dae79614493083e241147386,2018,4,2387.5
039e6ad9dae79614493083e241147386,2018,5,3240
039e6ad9dae79614493083e241147386,2018,7,1670
03a2a6dcbe45d639c4dc2a0d24769c40,2018,3,141.956667582194
03a2a6dcbe45d639c4dc2a0d24769c40,2018,4,149.89999389648438
03a2a6dcbe45d639c4dc2a0d24769c40,2018,6,67.56666819254558
03a2a6dcbe45d639c4dc2a0d24769c40,2018,8,149.97000122070312
03bd479e1d9484cdb14104d3023f7321,2018,5,119.9000015258789
03bd479e1d9484cdb14104d3023f7321,2018,7,119.9000015258789
0417b067eeab773d2f7061a726dc477f,2018,3,80.5674991607666
0417b067eeab773d2f7061a726dc477f,2018,4,109.98999786376953
0417b067eeab773d2f7061a726dc477f,2018,5,101.7400016784668
0417b067eeab773d2f7061a726dc477f,2018,7,67.98999786376953
0417b067eeab773d2f7061a726dc477f,2018,8,317.32333119710285
042573af89b6d931f672efaf789d8358,2018,1,119.24500274658203
042573af89b6d931f672efaf789d8358,2018,2,174.99000549316406
04308b1ee57b6625f47df1d56f00eedf,2017,11,1333.2333577473958
04308b1ee57b6625f47df1d56f00eedf,2017,12,1076.4000186920166
04308b1ee57b6625f47df1d56f00eedf,2018,1,619.9000244140625
04308b1ee57b6625f47df1d56f00eedf,2018,2,625.9909335049716
04308b1ee57b6625f47df1d56f00eedf,2018,3,566.1692551832932
04308b1ee57b6625f47df1d56f00eedf,2018,4,867.9000244140625
04308b1ee57b6625f47df1d56f00eedf,2018,6,499.8999938964844
04308b1ee57b6625f47df1d56f00eedf,2018,7,602.1963094075521
04308b1ee57b6625f47df1d56f00eedf,2018,8,531.2750244140625
0432ead42b6c8a0bdf68154add917fdf,2017,4,93.5000015258789
0432ead42b6c8a0bdf68154add917fdf,2017,5,92.45555708143446
0432ead42b6c8a0bdf68154add917fdf,2017,6,91.1500015258789
0432ead42b6c8a0bdf68154add917fdf,2017,7,64.9000015258789
0432ead42b6c8a0bdf68154add917fdf,2017,8,81.56666819254558
0432ead42b6c8a0bdf68154add917fdf,2017,9,90.1500015258789
0432ead42b6c8a0bdf68154add917fdf,2017,10,79.4000015258789
0432ead42b6c8a0bdf68154add917fdf,2017,11,99.40000057220459
0432ead42b6c8a0bdf68154add917fdf,2017,12,78.91111246744792
0432ead42b6c8a0bdf68154add917fdf,2018,1,68.56666819254558
0432ead42b6c8a0bdf68154add917fdf,2018,2,79.9000015258789
0432ead42b6c8a0bdf68154add917fdf,2018,3,142.89999771118164
0432ead42b6c8a0bdf68154add917fdf,2018,5,35.900001525878906
0432ead42b6c8a0bdf68154add917fdf,2018,7,35.900001525878906
044668ccd5316b12a7cf0d54a156e3e9,2018,8,34.45000076293945
04843805947f0fc584fc1969b6e50fe7,2018,8,700
048c2757535328e0d7dac690ad3c0aae,2017,3,182.97999572753906
048c2757535328e0d7dac690ad3c0aae,2017,4,171.8333282470703
048c2757535328e0d7dac690ad3c0aae,2017,5,199.6999969482422
048c2757535328e0d7dac690ad3c0aae,2017,7,171.8333282470703
048c2757535328e0d7dac690ad3c0aae,2017,8,199.6999969482422
048c2757535328e0d7dac690ad3c0aae,2017,9,153.89999389648438
048c2757535328e0d7dac690ad3c0aae,2017,10,199.6999969482422
048c2757535328e0d7dac690ad3c0aae,2017,11,185.76666259765625
048c2757535328e0d7dac690ad3c0aae,2017,12,178.79999542236328
048c2757535328e0d7dac690ad3c0aae,2018,1,98.69999694824219
048c2757535328e0d7dac690ad3c0aae,2018,2,171.8333282470703
048c2757535328e0d7dac690ad3c0aae,2018,3,159.29999694824218
048c2757535328e0d7dac690ad3c0aae,2018,4,154.4199951171875
048c2757535328e0d7dac690ad3c0aae,2018,5,230.5749969482422
048c2757535328e0d7dac690ad3c0aae,2018,6,180.27249717712402
048c2757535328e0d7dac690ad3c0aae,2018,7,210.12999471028647
048c2757535328e0d7dac690ad3c0aae,2018,8,220.6999969482422
04aa0a1c5ce6b222003403a3e11c3cc0,2017,3,338
04aa0a1c5ce6b222003403a3e11c3cc0,2017,4,189
04aa0a1c5ce6b222003403a3e11c3cc0,2017,5,357
04aa0a1c5ce6b222003403a3e11c3cc0,2017,7,349
04aa0a1c5ce6b222003403a3e11c3cc0,2017,8,338
04aa0a1c5ce6b222003403a3e11c3cc0,2017,9,344.2857142857143
04aa0a1c5ce6b222003403a3e11c3cc0,2018,1,109
04aba03279157f6d4e0fe8ccaf21963c,2017,5,143
04aba03279157f6d4e0fe8ccaf21963c,2017,8,114
04aba03279157f6d4e0fe8ccaf21963c,2017,10,108
04aba03279157f6d4e0fe8ccaf21963c,2017,11,298
04aba03279157f6d4e0fe8ccaf21963c,2017,12,180
04aba03279157f6d4e0fe8ccaf21963c,2018,1,118
04aba03279157f6d4e0fe8ccaf21963c,2018,2,130
04aba03279157f6d4e0fe8ccaf21963c,2018,3,148
04aba03279157f6d4e0fe8ccaf21963c,2018,4,198
04aba03279157f6d4e0fe8ccaf21963c,2018,6,159.89999389648438
04aba03279157f6d4e0fe8ccaf21963c,2018,8,220
04e38a233f726ef161074ab1c9b0399a,2017,9,70.14999866485596
04e38a233f726ef161074ab1c9b0399a,2017,10,19.899999618530273
04e38a233f726ef161074ab1c9b0399a,2017,11,40.51538452735314
04e38a233f726ef161074ab1c9b0399a,2018,1,26.56666628519694
04e38a233f726ef161074ab1c9b0399a,2018,3,55.900001525878906
04e38a233f726ef161074ab1c9b0399a,2018,4,79.9000015258789
04e38a233f726ef161074ab1c9b0399a,2018,5,37.900001525878906
04ee0ec01589969663ba5967c0e0bdc0,2018,8,289.489990234375
04fdea0c111866e6cf812f1570d6b5bd,2017,10,95
04fdea0c111866e6cf812f1570d6b5bd,2017,11,95
04fdea0c111866e6cf812f1570d6b5bd,2017,12,147.5
04fdea0c111866e6cf812f1570d6b5bd,2018,1,95
0509040ea3fe50071181bbc359eb7738,2017,5,32.377999496459964
0509040ea3fe50071181bbc359eb7738,2017,6,61.42250108718872
0509040ea3fe50071181bbc359eb7738,2017,7,28.989999771118164
0509040ea3fe50071181bbc359eb7738,2017,8,36.48333295186361
0509040ea3fe50071181bbc359eb7738,2017,9,43.396666844685875
0509040ea3fe50071181bbc359eb7738,2017,10,34.900001525878906
0509040ea3fe50071181bbc359eb7738,2017,11,33.391666412353516
0509040ea3fe50071181bbc359eb7738,2017,12,33.621428444272
0509040ea3fe50071181bbc359eb7738,2018,1,27.963635878129438
0509040ea3fe50071181bbc359eb7738,2018,2,41.35555564032661
0509040ea3fe50071181bbc359eb7738,2018,3,26.328570774623326
0509040ea3fe50071181bbc359eb7738,2018,4,56.875000953674316
0509040ea3fe50071181bbc359eb7738,2018,5,143.89999389648438
0509040ea3fe50071181bbc359eb7738,2018,6,34.900001525878906
0509040ea3fe50071181bbc359eb7738,2018,7,77.40000057220459
0509040ea3fe50071181bbc359eb7738,2018,8,54.900001525878906
052577151711aec5c744fe12e66db3e1,2017,10,687
052577151711aec5c744fe12e66db3e1,2017,11,687
052577151711aec5c744fe12e66db3e1,2017,12,687
054694fa03fe82cec4b7551487331d74,2017,1,347.85714285714283
054694fa03fe82cec4b7551487331d74,2017,2,259
054694fa03fe82cec4b7551487331d74,2017,3,538
054694fa03fe82cec4b7551487331d74,2017,4,447
054694fa03fe82cec4b7551487331d74,2017,5,841
054694fa03fe82cec4b7551487331d74,2017,6,447
054694fa03fe82cec4b7551487331d74,2017,9,347
054694fa03fe82cec4b7551487331d74,2017,10,497
054694fa03fe82cec4b7551487331d74,2018,1,336.03333536783856
054694fa03fe82cec4b7551487331d74,2018,4,597
056b4ada5bbc2c50cc7842547dda6b51,2017,12,248.99499702453613
056b4ada5bbc2c50cc7842547dda6b51,2018,1,137.49000549316406
056b4ada5bbc2c50cc7842547dda6b51,2018,2,486.6566619873047
056b4ada5bbc2c50cc7842547dda6b51,2018,3,150.3300018310547
056b4ada5bbc2c50cc7842547dda6b51,2018,4,165.49250411987305
056b4ada5bbc2c50cc7842547dda6b51,2018,5,156.99000549316406
056b4ada5bbc2c50cc7842547dda6b51,2018,6,160.79000434875488
056b4ada5bbc2c50cc7842547dda6b51,2018,7,149.40667215983072
056b4ada5bbc2c50cc7842547dda6b51,2018,8,222.4900032043457
0570350b23eda5444f8d1d9544932058,2018,4,59.650001525878906
0570350b23eda5444f8d1d9544932058,2018,5,55.47142955235073
05730013efda596306417c3b09302475,2018,7,238
05730013efda596306417c3b09302475,2018,8,238
058cb5aeb36d7c0fcae20fc85d5e0a59,2017,9,92
058cb5aeb36d7c0fcae20fc85d5e0a59,2017,10,92
058cb5aeb36d7c0fcae20fc85d5e0a59,2018,1,92
058cb5aeb36d7c0fcae20fc85d5e0a59,2018,4,92
058cb5aeb36d7c0fcae20fc85d5e0a59,2018,5,95.8
058cb5aeb36d7c0fcae20fc85d5e0a59,2018,7,148.5
058cb5aeb36d7c0fcae20fc85d5e0a59,2018,8,120.25
058fd0aa2bfdb2274e05e1ae971dabb6,2017,8,142.5
058fd0aa2bfdb2274e05e1ae971dabb6,2017,9,143.75
058fd0aa2bfdb2274e05e1ae971dabb6,2017,10,141.875
058fd0aa2bfdb2274e05e1ae971dabb6,2017,11,117.81818181818181
058fd0aa2bfdb2274e05e1ae971dabb6,2017,12,118.21052631578948
058fd0aa2bfdb2274e05e1ae971dabb6,2018,1,124.75
058fd0aa2bfdb2274e05e1ae971dabb6,2018,2,120
058fd0aa2bfdb2274e05e1ae971dabb6,2018,3,128.08333333333334
058fd0aa2bfdb2274e05e1ae971dabb6,2018,4,116.65714263916016
058fd0aa2bfdb2274e05e1ae971dabb6,2018,5,102.71666463216145
058fd0aa2bfdb2274e05e1ae971dabb6,2018,6,102.66666666666667
05a48cc8859962767935ab9087417fbb,2018,8,42.900001525878906
05a940b4ecae36cadfd8e93bd9c43257,2017,7,39.900001525878906
05a940b4ecae36cadfd8e93bd9c43257,2017,8,109.4000015258789
05a940b4ecae36cadfd8e93bd9c43257,2017,9,24.900000254313152
05a940b4ecae36cadfd8e93bd9c43257,2017,12,65.9000015258789
05a940b4ecae36cadfd8e93bd9c43257,2018,1,254.39999389648438
05a940b4ecae36cadfd8e93bd9c43257,2018,2,43.900001525878906
05aebce0b5c8f0d41b29b686f2d05fd3,2018,3,34.9900016784668
05aebce0b5c8f0d41b29b686f2d05fd3,2018,8,40
05ca864204d09595ae591b93ea9cf93d,2018,8,179.89999389648438
05d2173d43ea568aa0540eba70d2ca76,2017,9,78
05d2173d43ea568aa0540eba70d2ca76,2017,11,77.625
05d2173d43ea568aa0540eba70d2ca76,2017,12,96.74000222342355
05d2173d43ea568aa0540eba70d2ca76,2018,1,136.828181700273
05d2173d43ea568aa0540eba70d2ca76,2018,2,65.00761908576602
05d2173d43ea568aa0540eba70d2ca76,2018,3,25.65333302815755
05d2173d43ea568aa0540eba70d2ca76,2018,4,89.13999938964844
05d2173d43ea568aa0540eba70d2ca76,2018,5,50.21833292643229
05d2173d43ea568aa0540eba70d2ca76,2018,6,99.54750061035156
05d2173d43ea568aa0540eba70d2ca76,2018,7,251.8999948501587
05d2173d43ea568aa0540eba70d2ca76,2018,8,69.0075011253357
05e107217c7266362fd44b75b2cd4cc4,2018,6,12.989999771118164
05e107217c7266362fd44b75b2cd4cc4,2018,8,27.89999993642171
05f51e13da97139648b8125c31e5f51b,2017,7,141.70124864578247
05f51e13da97139648b8125c31e5f51b,2017,8,289.5726608276367
05f51e13da97139648b8125c31e5f51b,2017,9,303.7179985046387
